"card_id","key_infor","vietnamese_meaning","english_meaning","english_meaning_separated_by_space","english_ipa","english_ipa_separated_by_space"
"391","bringing, international funding, through things, VIFC, etc","Vậy nên là mang nguồn vốn quốc tế vào qua những kênh như VIFC chẳng hạn. Đúng không? (Ghép câu ngắn 'Right?' vào câu trước.)","So bringing **international funding** in through things like the **VIFC** etc. Right?","So___bringing___**international___funding**___in___through___things___like___the___**VIFC**___etc.___Right?","/soʊ ˈbrɪŋɪŋ ˌɪntərˈnæʃənəl ˈfʌndɪŋ ɪn θru θɪŋz laɪk ðə vi.aɪ.ɛf.si ɛtˈsɛtərə raɪt/","soʊ___ˈbrɪŋɪŋ___ˌɪntərˈnæʃənəl___ˈfʌndɪŋ___ɪn___θru___θɪŋz___laɪk___ðə___vi.aɪ.ɛf.si___ɛtˈsɛtərə___raɪt"
"392","fee income, other markets, interest side, actually through, other elements","Và trong quá trình đó bạn thực sự có thể tạo ra thu nhập từ phí, vì ở nhiều thị trường khác nếu bạn nhìn vào thì rất nhiều ngân hàng không kiếm nhiều tiền từ phần lãi suất mà thực ra là qua tất cả các yếu tố khác.","And in that process you can actually make **fee income** right because in a lot of other markets if you look at it the a lot of the banks are not making so much money on the **interest side** but actually through all the **other elements** as well.","And___in___that___process___you___can___actually___make___**fee___income**___right___because___in___a___lot___of___other___markets___if___you___look___at___it___the___a___lot___of___the___banks___are___not___making___so___much___money___on___the___**interest___side**___but___actually___through___all___the___**other___elements**___as___well.","/ænd ɪn ðæt ˈprɑsɛs ju kən ˈæktʃuəli meɪk fi ˈɪnkʌm raɪt bɪˈkɔz ɪn ə lɑt ʌv ˈʌðər ˈmɑrkəts ɪf ju lʊk æt ɪt ðə ə lɑt ʌv ðə bæŋks ɑr nɑt ˈmeɪkɪŋ soʊ mʌtʃ ˈmʌni ɑn ði ˈɪntrəst saɪd bʌt ˈæktʃuəli θru ɔl ði ˈʌðər ˈɛləmənts æz wɛl/","ænd___ɪn___ðæt___ˈprɑsɛs___ju___kən___ˈæktʃuəli___meɪk___fi___ˈɪnkʌm___raɪt___bɪˈkɔz___ɪn___ə___lɑt___ʌv___ˈʌðər___ˈmɑrkəts___ɪf___ju___lʊk___æt___ɪt___ðə___ə___lɑt___ʌv___ðə___bæŋks___ɑr___nɑt___ˈmeɪkɪŋ___soʊ___mʌtʃ___ˈmʌni___ɑn___ði___ˈɪntrəst___saɪd___bʌt___ˈæktʃuəli___θru___ɔl___ði___ˈʌðər___ˈɛləmənts___æz___wɛl"
"393","a lot of financing, this market, intermediated, bank balance sheets, still","Vẫn còn rất nhiều nguồn vốn trong thị trường này được trung gian qua bảng cân đối kế toán của ngân hàng.","Still a lot of financing in this market is **intermediated through** **bank balance sheets**.","Still___a___lot___of___financing___in___this___market___is___**intermediated___through**___**bank___balance___sheets**.","/stɪl ə lɑt ʌv fəˈnænsɪŋ ɪn ðɪs ˈmɑrkət ɪz ˌɪntərˈmidieɪtɪd θru bæŋk ˈbæləns ʃits/","stɪl___ə___lɑt___ʌv___fəˈnænsɪŋ___ɪn___ðɪs___ˈmɑrkət___ɪz___ˌɪntərˈmidieɪtɪd___θru___bæŋk___ˈbæləns___ʃits"
"394","not sustainable, just","Tôi nghĩ điều đó không bền vững. Nó thực sự không bền vững. (Ghép hai câu ngắn lặp lại ý.)","I think that is **not sustainable**. It's just **not sustainable**.","I___think___that___is___**not___sustainable**.___It's___just___**not___sustainable**.","/aɪ θɪŋk ðæt ɪz nɑt səˈsteɪnəbəl ɪts dʒʌst nɑt səˈsteɪnəbəl/","aɪ___θɪŋk___ðæt___ɪz___nɑt___səˈsteɪnəbəl___ɪts___dʒʌst___nɑt___səˈsteɪnəbəl"
"395","already working on, a model, much more, we're just, in between","Vậy nên chúng tôi đã đang xây dựng một mô hình mà thực ra là mô hình trung gian nhiều hơn.","So we already **working on a model** which is much more we're just **in between**.","So___we___already___**working___on___a___model**___which___is___much___more___we're___just___**in___between**.","/soʊ wi ɔlˈrɛdi ˈwɜrkɪŋ ɑn ə ˈmɑdəl wɪtʃ ɪz mʌtʃ mɔr wɪr dʒʌst ɪn bɪˈtwin/","soʊ___wi___ɔlˈrɛdi___ˈwɜrkɪŋ___ɑn___ə___ˈmɑdəl___wɪtʃ___ɪz___mʌtʃ___mɔr___wɪr___dʒʌst___ɪn___bɪˈtwin"
"396","different investors, balance sheet, other sources, robust, resilient model, real estate crisis","Chúng tôi tìm những đối tác khác nhau, trái phiếu, các nhà đầu tư khác nhau, và cố gắng không chỉ đưa mọi thứ vào bảng cân đối kế toán của mình mà tìm các nguồn khác, và tôi nghĩ điều đó mạnh mẽ hơn và cũng bền vững hơn nhiều nếu bạn nghĩ về nó, không biết nữa, chúng tôi đã trải qua đại dịch, rồi khủng hoảng ở ngân hàng thương mại Sài Gòn, chúng tôi gặp khủng hoảng bất động sản, thị trường tài chính sụp đổ, và chúng tôi có chiến tranh ở Ukraine, đúng không?","We find different guys, bonds, different investors and and trying to not just put this on our **balance sheet** just trying to find other sources and I think that is a much more robust and therefore also an **resilient model** right if you think about it I don't know we have thrown the pandemic than there was in Saigon commercial bank we had a **real estate crisis** the financial markets were collapsing and we had a war in in Ukraine, right?","We___find___different___guys,___bonds,___different___investors___and___and___trying___to___not___just___put___this___on___our___**balance___sheet**___just___trying___to___find___other___sources___and___I___think___that___is___a___much___more___robust___and___therefore___also___an___**resilient___model**___right___if___you___think___about___it___I___don't___know___we___have___thrown___the___pandemic___than___there___was___in___Saigon___commercial___bank___we___had___a___**real___estate___crisis**___the___financial___markets___were___collapsing___and___we___had___a___war___in___in___Ukraine,___right?","/wi faɪnd ˈdɪfərənt ɡaɪz bɑndz ˈdɪfərənt ɪnˈvɛstərz ænd ænd ˈtraɪɪŋ tu nɑt dʒʌst pʊt ðɪs ɑn aʊr ˈbæləns ʃit dʒʌst ˈtraɪɪŋ tu faɪnd ˈʌðər ˈsɔrsɪz ænd aɪ θɪŋk ðæt ɪz ə mʌtʃ mɔr roʊˈbʌst ænd ˈðɛrfɔr ˈɔlsoʊ ən rɪˈzɪljənt ˈmɑdəl raɪt ɪf ju θɪŋk əˈbaʊt ɪt aɪ doʊnt noʊ wi hæv θroʊn ðə pænˈdɛmɪk ðæn ðɛr wʌz ɪn saɪˈɡɑn kəˈmɜrʃəl bæŋk wi hæd ə riəl ɪˈsteɪt ˈkraɪsəs ðə fəˈnænʃəl ˈmɑrkəts wɜr kəˈlæpsɪŋ ænd wi hæd ə wɔr ɪn ɪn ˌjuˈkreɪn raɪt/","wi___faɪnd___ˈdɪfərənt___ɡaɪz___bɑndz___ˈdɪfərənt___ɪnˈvɛstərz___ænd___ænd___ˈtraɪɪŋ___tu___nɑt___dʒʌst___pʊt___ðɪs___ɑn___aʊr___ˈbæləns___ʃit___dʒʌst___ˈtraɪɪŋ___tu___faɪnd___ˈʌðər___ˈsɔrsɪz___ænd___aɪ___θɪŋk___ðæt___ɪz___ə___mʌtʃ___mɔr___roʊˈbʌst___ænd___ˈðɛrfɔr___ˈɔlsoʊ___ən___rɪˈzɪljənt___ˈmɑdəl___raɪt___ɪf___ju___θɪŋk___əˈbaʊt___ɪt___aɪ___doʊnt___noʊ___wi___hæv___θroʊn___ðə___pænˈdɛmɪk___ðæn___ðɛr___wʌz___ɪn___saɪˈɡɑn___kəˈmɜrʃəl___bæŋk___wi___hæd___ə___riəl___ɪˈsteɪt___ˈkraɪsəs___ðə___fəˈnænʃəl___ˈmɑrkəts___wɜr___kəˈlæpsɪŋ___ænd___wi___hæd___ə___wɔr___ɪn___ɪn___ˌjuˈkreɪn___raɪt"
"397","came down, war, Middle East, another war, before","Và rồi điều đó lắng xuống, rồi bạn có chiến tranh ở Trung Đông, và trước đó bạn từng có một cuộc chiến khác ở Trung Đông, đúng không?","And then that came down and then you had a war in in the **Middle East** and before you had another war in the **Middle East**, right?","And___then___that___came___down___and___then___you___had___a___war___in___in___the___**Middle___East**___and___before___you___had___another___war___in___the___**Middle___East**,___right?","/ænd ðɛn ðæt keɪm daʊn ænd ðɛn ju hæd ə wɔr ɪn ɪn ðə ˈmɪdəl ist ænd bɪˈfɔr ju hæd əˈnʌðər wɔr ɪn ðə ˈmɪdəl ist raɪt/","ænd___ðɛn___ðæt___keɪm___daʊn___ænd___ðɛn___ju___hæd___ə___wɔr___ɪn___ɪn___ðə___ˈmɪdəl___ist___ænd___bɪˈfɔr___ju___hæd___əˈnʌðər___wɔr___ɪn___ðə___ˈmɪdəl___ist___raɪt"
"398","not for good, lack of challenges","Vậy nên không phải là thiếu thử thách, đúng không?","So it's not for good **lack of challenges**, right?","So___it's___not___for___good___**lack___of___challenges**,___right?","/soʊ ɪts nɑt fɔr ɡʊd læk ʌv ˈtʃælɪndʒəz raɪt/","soʊ___ɪts___nɑt___fɔr___ɡʊd___læk___ʌv___ˈtʃælɪndʒəz___raɪt"
"399","grew, 30 35% per annum, business model, resilient against shocks, dominate the corporate bond issuance, number one fee income","Nhưng nếu bạn nhìn vào lợi nhuận của chúng tôi trong khoảng năm sáu năm qua, có thể chúng tôi đã tăng trưởng khoảng 30 đến 35% mỗi năm, có lúc lên có lúc xuống, nên mô hình kinh doanh cần phải kiên cường trước những cú sốc này, đúng không, và cũng đáng nói là bạn thực sự đang dẫn đầu về phát hành trái phiếu doanh nghiệp, là ngân hàng có thu nhập từ phí đứng số một trong nước, về mảng chứng khoán ngân hàng.","But if you look into our profit probably over the last five or six years through all of that we grew maybe around **30 35% per annum** and sometimes these things were up then these things were low and so it just the business model needs to basically be **resilient against these shocks** right and it's worth mentioning that um you really **dominate the corporate bond issuance** you're the number one fee income earning bank in the country uh tech and bank securities.","But___if___you___look___into___our___profit___probably___over___the___last___five___or___six___years___through___all___of___that___we___grew___maybe___around___**30___35%___per___annum**___and___sometimes___these___things___were___up___then___these___things___were___low___and___so___it___just___the___business___model___needs___to___basically___be___**resilient___against___these___shocks**___right___and___it's___worth___mentioning___that___um___you___really___**dominate___the___corporate___bond___issuance**___you're___the___number___one___fee___income___earning___bank___in___the___country___uh___tech___and___bank___securities.","/bʌt ɪf ju lʊk ˈɪntu aʊr ˈprɑfɪt ˈprɑbəbli ˈoʊvər ðə læst faɪv ɔr sɪks jɪrz θru ɔl ʌv ðæt wi ɡru ˈmeɪbi əˈraʊnd ˈθɜrti ˈθɜrti.faɪv.pərˈsɛnt pər ˈænəm ænd ˈsʌmtaɪmz ðiz θɪŋz wɜr ʌp ðɛn ðiz θɪŋz wɜr loʊ ænd soʊ ɪt dʒʌst ðə ˈbɪznəs ˈmɑdəl nidz tu ˈbeɪsɪkli bi rɪˈzɪljənt əˈɡɛnst ðiz ʃɑks raɪt ænd ɪts wɜrθ ˈmɛnʃənɪŋ ðæt ʌm ju ˈrili ˈdɑməneɪt ðə ˈkɔrpərət bɑnd ˈɪʃuəns jʊr ðə ˈnʌmbər wʌn fi ˈɪnkʌm ˈɜrnɪŋ bæŋk ɪn ðə ˈkʌntri ə tɛk ænd bæŋk sɪˈkjʊrətiz/","bʌt___ɪf___ju___lʊk___ˈɪntu___aʊr___ˈprɑfɪt___ˈprɑbəbli___ˈoʊvər___ðə___læst___faɪv___ɔr___sɪks___jɪrz___θru___ɔl___ʌv___ðæt___wi___ɡru___ˈmeɪbi___əˈraʊnd___ˈθɜrti___ˈθɜrti.faɪv.pərˈsɛnt___pər___ˈænəm___ænd___ˈsʌmtaɪmz___ðiz___θɪŋz___wɜr___ʌp___ðɛn___ðiz___θɪŋz___wɜr___loʊ___ænd___soʊ___ɪt___dʒʌst___ðə___ˈbɪznəs___ˈmɑdəl___nidz___tu___ˈbeɪsɪkli___bi___rɪˈzɪljənt___əˈɡɛnst___ðiz___ʃɑks___raɪt___ænd___ɪts___wɜrθ___ˈmɛnʃənɪŋ___ðæt___ʌm___ju___ˈrili___ˈdɑməneɪt___ðə___ˈkɔrpərət___bɑnd___ˈɪʃuəns___jʊr___ðə___ˈnʌmbər___wʌn___fi___ˈɪnkʌm___ˈɜrnɪŋ___bæŋk___ɪn___ðə___ˈkʌntri___ə___tɛk___ænd___bæŋk___sɪˈkjʊrətiz"
"400","diversify into, equity management, ETFs, working at Ven Capital, competition, in the future","Bạn có định mở rộng sang quản lý cổ phần và ETF không, và với tôi khi làm việc ở Ven Capital, tôi có nên lo lắng rằng sẽ có cạnh tranh từ bạn trong tương lai về mảng đó không?","Are you going to diversify into more **equity management** and **ETFs** and and for me working at Ven Capital, should I worry that we're going to have some **competition** from you in the future in that?","Are___you___going___to___diversify___into___more___**equity___management**___and___**ETFs**___and___and___for___me___working___at___Ven___Capital,___should___I___worry___that___we're___going___to___have___some___**competition**___from___you___in___the___future___in___that?","/ɑr ju ˈɡoʊɪŋ tu daɪˈvɜrsəfaɪ ˈɪntu mɔr ˈɛkwəti ˈmænɪdʒmənt ænd i.ti.ɛf.ɛz ænd ænd fɔr mi ˈwɜrkɪŋ æt vɛn ˈkæpətəl ʃʊd aɪ ˈwɜri ðæt wɪr ˈɡoʊɪŋ tu hæv sʌm ˌkɑmpəˈtɪʃən frʌm ju ɪn ðə ˈfjutʃər ɪn ðæt/","ɑr___ju___ˈɡoʊɪŋ___tu___daɪˈvɜrsəfaɪ___ˈɪntu___mɔr___ˈɛkwəti___ˈmænɪdʒmənt___ænd___i.ti.ɛf.ɛz___ænd___ænd___fɔr___mi___ˈwɜrkɪŋ___æt___vɛn___ˈkæpətəl___ʃʊd___aɪ___ˈwɜri___ðæt___wɪr___ˈɡoʊɪŋ___tu___hæv___sʌm___ˌkɑmpəˈtɪʃən___frʌm___ju___ɪn___ðə___ˈfjutʃər___ɪn___ðæt"
"401","the answer, yes","Vậy nên, tôi nghĩ câu trả lời là có. Đúng vậy. (Ghép câu ngắn 'Right.' vào câu trước.)","So, I think **the answer** is yes. Right.","So,___I___think___**the___answer**___is___yes.___Right.","/soʊ aɪ θɪŋk ði ˈænsər ɪz jɛs raɪt/","soʊ___aɪ___θɪŋk___ði___ˈænsər___ɪz___jɛs___raɪt"
"402","ask you about, Rob","Và uh, tôi có thể hỏi bạn về Rob được không?","And uh can I **ask you about** Rob?","And___uh___can___I___**ask___you___about**___Rob?","/ænd ə kən aɪ æsk ju əˈbaʊt rɑb/","ænd___ə___kən___aɪ___æsk___ju___əˈbaʊt___rɑb"
"403","the answer is, financing, 10% GDP growth, we're not doing it, somebody needs to do it","Không, câu trả lời chỉ đơn giản là cần phải là có, vì nếu không chúng ta sẽ không tìm được nguồn tài trợ cho mức tăng trưởng GDP 10%, và nếu nếu chúng ta không làm điều đó, thì ai đó cần phải làm điều đó.","No, the answer is just it needs to be a yes because otherwise we are not **finding the financing** for the **10% GDP growth** and if if we're not doing it, somebody needs to do it.","No,___the___answer___is___just___it___needs___to___be___a___yes___because___otherwise___we___are___not___**finding___the___financing**___for___the___**10%___GDP___growth**___and___if___if___we're___not___doing___it,___somebody___needs___to___do___it.","/noʊ ðə ˈænsər ɪz dʒʌst ɪt nidz tu bi ə jɛs bɪˈkɔz ˈʌðərwaɪz wi ɑr nɑt ˈfaɪndɪŋ ðə ˈfaɪnænsɪŋ fɔr ðə tɛn.pərˈsɛnt dʒiˈdiˈpi ɡroʊθ ænd ɪf ɪf wɪr nɑt ˈduɪŋ ɪt ˈsʌmbədi nidz tu du ɪt/","noʊ___ðə___ˈænsər___ɪz___dʒʌst___ɪt___nidz___tu___bi___ə___jɛs___bɪˈkɔz___ˈʌðərwaɪz___wi___ɑr___nɑt___ˈfaɪndɪŋ___ðə___ˈfaɪnænsɪŋ___fɔr___ðə___tɛn.pərˈsɛnt___dʒiˈdiˈpi___ɡroʊθ___ænd___ɪf___ɪf___wɪr___nɑt___ˈduɪŋ___ɪt___ˈsʌmbədi___nidz___tu___du___ɪt"
"404","so much room, Vina Capital, the only one together, work cut out, next 5 years","Tôi nghĩ có rất nhiều không gian để phát triển, đến mức tôi nghĩ Vina Capital và chúng tôi, và có thể là công ty duy nhất, sẽ có rất nhiều việc phải làm trong 5 năm tới.","I think there's **so much room** that I think Vina Capital and us and the only one together probably has their **work cut out** for the next 5 years.","I___think___there's___**so___much___room**___that___I___think___Vina___Capital___and___us___and___the___only___one___together___probably___has___their___**work___cut___out**___for___the___next___5___years.","/aɪ θɪŋk ðɛrz soʊ mʌtʃ rum ðæt aɪ θɪŋk ˈvinə ˈkæpɪtəl ænd ʌs ænd ðə ˈoʊnli wʌn təˈɡɛðər ˈprɑbəbli hæz ðɛr wɜrk kʌt aʊt fɔr ðə nɛkst faɪv jɪrz/","aɪ___θɪŋk___ðɛrz___soʊ___mʌtʃ___rum___ðæt___aɪ___θɪŋk___ˈvinə___ˈkæpɪtəl___ænd___ʌs___ænd___ðə___ˈoʊnli___wʌn___təˈɡɛðər___ˈprɑbəbli___hæz___ðɛr___wɜrk___kʌt___aʊt___fɔr___ðə___nɛkst___faɪv___jɪrz"
"405","part of, mentioned before, hit that, six to seven, goes up exponential","Vâng, một phần của điều bạn đã nhắc trước đó là khi bạn đạt đến mức khoảng sáu đến bảy, nó sẽ tăng theo cấp số nhân. (Ghép với từ 'Yeah' đứng riêng ở câu trước.)","Yeah, part of what you mentioned before is when you **hit that sort of six to seven**, it just **goes up exponential**.","Yeah,___part___of___what___you___mentioned___before___is___when___you___**hit___that___sort___of___six___to___seven**,___it___just___**goes___up___exponential**.","/jɛ pɑrt ʌv wʌt ju ˈmɛnʃənd bɪˈfɔr ɪz wɛn ju hɪt ðæt sɔrt ʌv sɪks tu ˈsɛvən ɪt dʒʌst ɡoʊz ʌp ˌɛkspəˈnɛnʃəl/","jɛ___pɑrt___ʌv___wʌt___ju___ˈmɛnʃənd___bɪˈfɔr___ɪz___wɛn___ju___hɪt___ðæt___sɔrt___ʌv___sɪks___tu___ˈsɛvən___ɪt___dʒʌst___ɡoʊz___ʌp___ˌɛkspəˈnɛnʃəl"
"406","seen that, Thailand","Bạn đã thấy điều đó ở Thái Lan.","You've **seen that** in Thailand.","You've___**seen___that**___in___Thailand.","/juv sin ðæt ɪn ˈtaɪlænd/","juv___sin___ðæt___ɪn___ˈtaɪlænd"
"407","I mean, even simpler","Không, ý tôi là nó còn đơn giản hơn nữa.","No, I mean just it's **even simpler**.","No,___I___mean___just___it's___**even___simpler**.","/noʊ aɪ min dʒʌst ɪts ˈivən ˈsɪmplər/","noʊ___aɪ___min___dʒʌst___ɪts___ˈivən___ˈsɪmplər"
"408","10% GDP growth, 15% nominal","Tăng trưởng GDP 10%, lạm phát 5%, tức là 15% danh nghĩa.","10% GDP growth, 5% inflation is **15% nominal**.","10%___GDP___growth,___5%___inflation___is___**15%___nominal**.","/tɛn.pərˈsɛnt dʒiˈdiˈpi ɡroʊθ faɪv.pərˈsɛnt ɪnˈfleɪʃən ɪz fɪfˈtin.pərˈsɛnt ˈnɑmənəl/","tɛn.pərˈsɛnt___dʒiˈdiˈpi___ɡroʊθ___faɪv.pərˈsɛnt___ɪnˈfleɪʃən___ɪz___fɪfˈtin.pərˈsɛnt___ˈnɑmənəl"
"409","need more credit, get this going, credit multiplier, 22% growth, per year","Thông thường bạn cần nhiều tín dụng hơn để làm được điều này, hệ số nhân tín dụng thường là 1.5, khiến tín dụng tăng trưởng 22% mỗi năm để tài trợ cho việc này.","A credit usually you need more credit in order to get this going is 1.5 usually **credit multiplier** makes it **22% growth** of credit per year in order to finance this.","A___credit___usually___you___need___more___credit___in___order___to___get___this___going___is___1.5___usually___**credit___multiplier**___makes___it___**22%___growth**___of___credit___per___year___in___order___to___finance___this.","/ə ˈkrɛdɪt ˈjuʒuəli ju nid mɔr ˈkrɛdɪt ɪn ˈɔrdər tu ɡɛt ðɪs ˈɡoʊɪŋ ɪz wʌn.pɔɪnt.faɪv ˈjuʒuəli ˈkrɛdɪt ˈmʌltəplaɪər meɪks ɪt ˈtwɛnti.tu.pərˈsɛnt ɡroʊθ ʌv ˈkrɛdɪt pər jɪr ɪn ˈɔrdər tu ˈfaɪnæns ðɪs/","ə___ˈkrɛdɪt___ˈjuʒuəli___ju___nid___mɔr___ˈkrɛdɪt___ɪn___ˈɔrdər___tu___ɡɛt___ðɪs___ˈɡoʊɪŋ___ɪz___wʌn.pɔɪnt.faɪv___ˈjuʒuəli___ˈkrɛdɪt___ˈmʌltəplaɪər___meɪks___ɪt___ˈtwɛnti.tu.pərˈsɛnt___ɡroʊθ___ʌv___ˈkrɛdɪt___pər___jɪr___ɪn___ˈɔrdər___tu___ˈfaɪnæns___ðɪs"
"410","the bank, right now, central bank, has said, 15%","Vâng, ngân hàng, ngay bây giờ, ngân hàng trung ương đã nói có thể là 15%.","Yeah, the bank right now the **central bank** **has said** maybe it's 15%.","Yeah,___the___bank___right___now___the___**central___bank**___**has___said**___maybe___it's___15%.","/jɛ ðə bæŋk raɪt naʊ ðə ˈsɛntrəl bæŋk hæz sɛd ˈmeɪbi ɪts fɪfˈtin.pərˈsɛnt/","jɛ___ðə___bæŋk___raɪt___naʊ___ðə___ˈsɛntrəl___bæŋk___hæz___sɛd___ˈmeɪbi___ɪts___fɪfˈtin.pərˈsɛnt"
"411","even, in the past, 18%, not anywhere grown, 23%","Ngay cả trong quá khứ, nó là 18%, nhưng chúng tôi chưa từng tăng trưởng đến gần 23%.","Even in the past it was **18%** but we are not anywhere grown **23%**.","Even___in___the___past___it___was___**18%**___but___we___are___not___anywhere___grown___**23%**.","/ˈivən ɪn ðə pæst ɪt wʌz eɪˈtin.pərˈsɛnt bʌt wi ɑr nɑt ˈɛniwɛr ɡroʊn ˈtwɛnti.θri.pərˈsɛnt/","ˈivən___ɪn___ðə___pæst___ɪt___wʌz___eɪˈtin.pərˈsɛnt___bʌt___wi___ɑr___nɑt___ˈɛniwɛr___ɡroʊn___ˈtwɛnti.θri.pərˈsɛnt"
"412","find other sources, impossible","Vậy nên chúng ta cần tìm các nguồn khác. Bất khả thi. (Ghép câu 'Impossible.' vào câu trước.)","So we need to find **other sources**. Impossible.","So___we___need___to___find___**other___sources**.___Impossible.","/soʊ wi nid tu faɪnd ˈʌðər ˈsɔrsəz ɪmˈpɑsəbəl/","soʊ___wi___nid___tu___faɪnd___ˈʌðər___ˈsɔrsəz___ɪmˈpɑsəbəl"
"413","talk about, growth, development agenda","Hãy nói về, ừm, chương trình phát triển tăng trưởng của Việt Nam.","Let's talk about um Vietnam's growth kind of **development agenda**.","Let's___talk___about___um___Vietnam's___growth___kind___of___**development___agenda**.","/lɛts tɔk əˈbaʊt ʌm ˌviɛtˈnɑmz ɡroʊθ kaɪnd ʌv dɪˈvɛləpmənt əˈdʒɛndə/","lɛts___tɔk___əˈbaʊt___ʌm___ˌviɛtˈnɑmz___ɡroʊθ___kaɪnd___ʌv___dɪˈvɛləpmənt___əˈdʒɛndə"
"414","mentioned the figure, 10%, a few times, for the audience, get a context","Ừm, chúng ta chúng tôi đã đề cập đến con số 10% vài lần, ừ, để khán giả có thể hiểu rõ hơn về điều đó.","Um you we **mentioned the figure** 10% a few times uh for the audience to kind of **get a context** of that.","Um___you___we___**mentioned___the___figure**___10%___a___few___times___uh___for___the___audience___to___kind___of___**get___a___context**___of___that.","/ʌm ju wi ˈmɛnʃənd ðə ˈfɪɡjər tɛn.pərˈsɛnt ə fju taɪmz ə fɔr ðə ˈɔdiəns tu kaɪnd ʌv ɡɛt ə ˈkɑntɛkst ʌv ðæt/","ʌm___ju___wi___ˈmɛnʃənd___ðə___ˈfɪɡjər___tɛn.pərˈsɛnt___ə___fju___taɪmz___ə___fɔr___ðə___ˈɔdiəns___tu___kaɪnd___ʌv___ɡɛt___ə___ˈkɑntɛkst___ʌv___ðæt"
"415","government target, per annum growth","Đó là mục tiêu của chính phủ cho mức tăng trưởng hàng năm. Vâng. (Ghép câu 'Yes.' vào câu trước.)","That's a **government target** for per annum growth. Yes.","That's___a___**government___target**___for___per___annum___growth.___Yes.","/ðæts ə ˈɡʌvərnmənt ˈtɑrɡɪt fɔr pər ˈænəm ɡroʊθ jɛs/","ðæts___ə___ˈɡʌvərnmənt___ˈtɑrɡɪt___fɔr___pər___ˈænəm___ɡroʊθ___jɛs"
"416","one of the, national champions, you would hope, Techcombank, contribute to that","Và với vai trò là một trong những nhà quán quân quốc gia, bạn hy vọng rằng Techcombank sẽ đóng góp vào điều đó.","And as one of the **national champions**, you would hope that Techcombank **contribute to that**.","And___as___one___of___the___**national___champions**,___you___would___hope___that___Techcombank___**contribute___to___that**.","/ænd æz wʌn ʌv ðə ˈnæʃənəl ˈtʃæmpiənz ju wʊd hoʊp ðæt ˈtɛkkɑmbæŋk kənˈtrɪbjut tu ðæt/","ænd___æz___wʌn___ʌv___ðə___ˈnæʃənəl___ˈtʃæmpiənz___ju___wʊd___hoʊp___ðæt___ˈtɛkkɑmbæŋk___kənˈtrɪbjut___tu___ðæt"
"417","how closely, bank's agenda, growth strategy, aligned with, that target","Chương trình nghị sự và chiến lược tăng trưởng của ngân hàng khớp chặt chẽ đến mức nào với mục tiêu đó, trong số nhiều điều khác?","How closely is the **bank's agenda** and **growth strategy** aligned with that target among many other things?","How___closely___is___the___**bank's___agenda**___and___**growth___strategy**___aligned___with___that___target___among___many___other___things?","/haʊ ˈkloʊsli ɪz ðə bæŋks əˈdʒɛndə ænd ɡroʊθ ˈstrætədʒi əˈlaɪnd wɪð ðæt ˈtɑrɡɪt əˈmʌŋ ˈmɛni ˈʌðər θɪŋz/","haʊ___ˈkloʊsli___ɪz___ðə___bæŋks___əˈdʒɛndə___ænd___ɡroʊθ___ˈstrætədʒi___əˈlaɪnd___wɪð___ðæt___ˈtɑrɡɪt___əˈmʌŋ___ˈmɛni___ˈʌðər___θɪŋz"
"418","do you believe, play a role, next phase, breakthrough growth","Ừm, và bạn có tin rằng, ừ, ngân hàng có thể đóng một vai trò trong giai đoạn tăng trưởng đột phá tiếp theo không?","Um and do you believe uh the bank can **play a role** in that next phase of **breakthrough growth**?","Um___and___do___you___believe___uh___the___bank___can___**play___a___role**___in___that___next___phase___of___**breakthrough___growth**?","/ʌm ænd du ju bɪˈliv ə ðə bæŋk kən pleɪ ə roʊl ɪn ðæt nɛkst feɪz ʌv ˈbreɪkθru ɡroʊθ/","ʌm___ænd___du___ju___bɪˈliv___ə___ðə___bæŋk___kən___pleɪ___ə___roʊl___ɪn___ðæt___nɛkst___feɪz___ʌv___ˈbreɪkθru___ɡroʊθ"
